,is_weekend,hour,hex_6,unique_drivers,util_time,all_time,util,completed_deliveries,confirmed_deliveries,cdr
264,0,4,8611aa0c7ffffff,38,506,599,0.8447412353923205,10,10,1.0
265,0,4,8611aa0e7ffffff,33,244,254,0.9606299212598425,9,9,1.0
266,0,4,8611aa197ffffff,83,806,1291,0.6243222308288149,8,9,0.8888888888888888
267,0,4,8611aa397ffffff,68,242,296,0.8175675675675675,1,1,1.0
268,0,4,8611aa40fffffff,77,452,949,0.47629083245521603,13,14,0.9285714285714286
269,0,4,8611aa447ffffff,445,2676,4156,0.643888354186718,47,51,0.9215686274509803
270,0,4,8611aa44fffffff,449,4371,6338,0.6896497317765857,62,65,0.9538461538461539
271,0,4,8611aa457ffffff,195,2125,3897,0.5452912496792405,28,28,1.0
272,0,4,8611aa45fffffff,765,10587,15760,0.671763959390863,149,158,0.9430379746835443
273,0,4,8611aa46fffffff,457,3000,3748,0.80042689434365,13,14,0.9285714285714286
274,0,4,8611aa477ffffff,10,23,101,0.22772277227722773,1,1,1.0
275,0,4,8611aa4c7ffffff,340,5606,8662,0.6471946432694528,148,158,0.9367088607594937
276,0,4,8611aa4cfffffff,551,5652,10036,0.5631725787166202,72,77,0.935064935064935
277,0,4,8611aa4d7ffffff,83,996,1768,0.5633484162895928,16,19,0.8421052631578947
278,0,4,8611aa4dfffffff,379,2886,5076,0.5685579196217494,53,55,0.9636363636363636
279,0,4,8611aa4e7ffffff,252,1903,3793,0.5017136831004482,17,18,0.9444444444444444
280,0,4,8611aa4efffffff,668,8476,12698,0.6675066939675539,123,130,0.9461538461538461
281,0,4,8611aa4f7ffffff,89,280,496,0.5645161290322581,3,3,1.0
282,0,4,8611aa507ffffff,15,125,332,0.37650602409638556,4,4,1.0
283,0,4,8611aa50fffffff,34,141,474,0.2974683544303797,3,3,1.0
284,0,4,8611aa51fffffff,10,35,47,0.7446808510638298,1,1,1.0
285,0,4,8611aa567ffffff,8,41,47,0.8723404255319149,4,4,1.0
286,0,4,8611aa56fffffff,66,220,265,0.8301886792452831,0,0,0.0
287,0,4,8611aa607ffffff,727,6116,8707,0.7024233375445044,96,100,0.96
288,0,4,8611aa617ffffff,871,11954,17143,0.6973108557428688,162,174,0.9310344827586207
289,0,4,8611aa61fffffff,512,3639,6372,0.5710922787193974,36,38,0.9473684210526315
290,0,4,8611aa627ffffff,661,10025,14485,0.6920952709699689,143,148,0.9662162162162162
291,0,4,8611aa62fffffff,475,1785,2192,0.8143248175182481,9,10,0.9
292,0,4,8611aa637ffffff,807,13521,18776,0.7201214316148274,187,203,0.9211822660098522
293,0,4,8611aa677ffffff,96,153,225,0.68,4,4,1.0
294,0,4,8611aa687ffffff,706,4630,6197,0.7471357108278199,19,19,1.0
295,0,4,8611aa68fffffff,130,782,1171,0.667805294619983,22,24,0.9166666666666666
296,0,4,8611aa697ffffff,535,3230,3982,0.8111501757910597,41,44,0.9318181818181818
297,0,4,8611aa69fffffff,32,144,208,0.6923076923076923,2,2,1.0
298,0,4,8611aa6a7ffffff,944,11139,17811,0.6254000336870473,177,194,0.9123711340206185
299,0,4,8611aa6afffffff,606,4493,7027,0.6393909207343105,47,52,0.9038461538461539
300,0,4,8611aa6b7ffffff,669,9528,15302,0.6226637040909685,197,210,0.9380952380952381
301,0,4,8611aa6dfffffff,63,439,707,0.620933521923621,13,13,1.0
302,0,4,8611aa6efffffff,62,195,297,0.6565656565656566,2,2,1.0
303,0,4,8611aa707ffffff,639,8445,14717,0.5738261874023238,167,177,0.943502824858757
304,0,4,8611aa70fffffff,681,7826,15515,0.5044150821785369,182,198,0.9191919191919192
305,0,4,8611aa717ffffff,785,12384,17432,0.7104176227627352,199,210,0.9476190476190476
306,0,4,8611aa71fffffff,931,12325,17845,0.6906696553656486,214,233,0.9184549356223176
307,0,4,8611aa727ffffff,568,4769,7020,0.6793447293447293,31,31,1.0
308,0,4,8611aa72fffffff,615,4905,8613,0.5694879832810867,68,73,0.9315068493150684
309,0,4,8611aa737ffffff,530,5480,8164,0.6712395884370407,102,112,0.9107142857142857
